Lncbook_id,Noncode_id,UID,Lncbook_trans_id,chr,start,end,strand,exon_num,exon_pos,NONCODE_TRANSCRIPT_ID,transcript_id,Organism
HSALNG0007801,NONHSAG003198.3,ELH000072,HSALNT0296133,chr1,159961257,159990673,+,2,"159961257-159961405,159980562-159990673",,HSALNT0296133,Human
HSALNG0007801,NONHSAG003198.3,ELH000072,HSALNT0296134,chr1,159961257,159990673,+,2,"159961257-159961405,159978600-159990673",,HSALNT0296134,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017659,chr1,173851285,173868952,-,11,"173851285-173864079,173864257-173864304,173864484-173864506,173864675-173864704,173865471-173865547,173865857-173865894,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173868009,173868754-173868952",,HSALNT0017659,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017660,chr1,173851321,173853164,-,2,"173851321-173851602,173853142-173853164",,HSALNT0017660,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017661,chr1,173858473,173863290,-,2,"173858473-173859067,173859894-173863290",,HSALNT0017661,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017663,chr1,173859075,173863290,-,2,"173859075-173859390,173859894-173863290",,HSALNT0017663,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017666,chr1,173859290,173868735,-,12,"173859290-173859305,173864257-173864304,173864675-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173868009,173868684-173868735",,HSALNT0017666,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017667,chr1,173859290,173868735,-,12,"173859290-173859305,173864257-173864304,173864675-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173868009,173868684-173868735",,HSALNT0017667,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017670,chr1,173859312,173869006,-,11,"173859312-173864075,173864257-173864304,173864484-173864704,173865229-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173868009,173868754-173869006",,HSALNT0017670,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017671,chr1,173859312,173865528,-,4,"173859312-173864502,173864675-173864704,173865229-173865282,173865510-173865528",,HSALNT0017671,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017679,chr1,173863884,173869006,-,14,"173863884-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173868009,173868684-173868852,173868932-173869006",,HSALNT0017679,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017696,chr1,173863902,173866149,-,3,"173863902-173864075,173864257-173865547,173865857-173866149",,HSALNT0017696,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017697,chr1,173863902,173867974,-,10,"173863902-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865547,173865857-173865894,173866177-173866206,173866528-173866796,173866991-173867043,173867960-173867974",,HSALNT0017697,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017700,chr1,173863901,173868882,-,13,"173863901-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867981-173868009,173868754-173868882",,HSALNT0017700,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017701,chr1,173863901,173867987,-,10,"173863901-173864075,173864257-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173867987",,HSALNT0017701,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017702,chr1,173863901,173867987,-,12,"173863901-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173867987",,HSALNT0017702,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017703,chr1,173863901,173867983,-,9,"173863901-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173867983",,HSALNT0017703,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017704,chr1,173863901,173867043,-,10,"173863901-173864075,173864257-173864304,173864484-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043",,HSALNT0017704,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017705,chr1,173863901,173867043,-,11,"173863901-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043",,HSALNT0017705,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017706,chr1,173863901,173866206,-,7,"173863901-173864075,173864257-173864304,173864675-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206",,HSALNT0017706,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017716,chr1,173863901,173867991,-,12,"173863901-173864077,173864257-173864306,173864484-173864508,173864675-173864706,173865229-173865284,173865471-173865549,173865857-173865896,173866177-173866208,173866528-173866569,173866761-173866798,173866991-173867047,173867960-173867991",,HSALNT0017716,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017717,chr1,173863901,173867043,-,9,"173863901-173864304,173864675-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043",,HSALNT0017717,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017719,chr1,173863903,173867974,-,9,"173863903-173864075,173864257-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173867974",,HSALNT0017719,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017720,chr1,173863902,173867987,-,9,"173863902-173864075,173864257-173864304,173864484-173864704,173865229-173865282,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173867987",,HSALNT0017720,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017721,chr1,173863902,173867987,-,11,"173863902-173864075,173864257-173864506,173864675-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173867987",,HSALNT0017721,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017722,chr1,173863902,173867987,-,6,"173863902-173864075,173864257-173864304,173864484-173864506,173866528-173866796,173866991-173867043,173867960-173867987",,HSALNT0017722,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017723,chr1,173863902,173867110,-,2,"173863902-173864075,173866991-173867110",,HSALNT0017723,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017724,chr1,173863902,173867110,-,10,"173863902-173864075,173864257-173864304,173864484-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867110",,HSALNT0017724,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017725,chr1,173863902,173864871,-,3,"173863902-173864075,173864257-173864506,173864675-173864871",,HSALNT0017725,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017726,chr1,173863902,173867043,-,10,"173863902-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043",,HSALNT0017726,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017728,chr1,173863902,173867987,-,8,"173863902-173864704,173865229-173865430,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173867987",,HSALNT0017728,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017732,chr1,173863911,173867815,-,12,"173863911-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867722-173867815",,HSALNT0017732,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017737,chr1,173863927,173867829,-,10,"173863927-173864075,173864257-173864304,173864675-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867829",,HSALNT0017737,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017738,chr1,173863927,173867729,-,11,"173863927-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867729",,HSALNT0017738,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017739,chr1,173863927,173867729,-,10,"173863927-173864075,173864257-173864304,173864675-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867729",,HSALNT0017739,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017740,chr1,173863927,173867729,-,11,"173863927-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867729",,HSALNT0017740,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017744,chr1,173863980,173864901,-,3,"173863980-173864304,173864484-173864506,173864675-173864901",,HSALNT0017744,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017748,chr1,173864034,173867729,-,12,"173864034-173864075,173864257-173864304,173864484-173864506,173864675-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867155-173867729",,HSALNT0017748,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017749,chr1,173864145,173867974,-,8,"173864145-173864304,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043,173867960-173867974",,HSALNT0017749,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017751,chr1,173864484,173867030,-,8,"173864484-173864704,173865229-173865282,173865510-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867030",,HSALNT0017751,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017753,chr1,173864631,173867043,-,6,"173864631-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867043",,HSALNT0017753,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017757,chr1,173865168,173867988,-,6,"173865168-173865547,173865857-173865894,173866177-173866206,173866528-173866796,173866991-173867043,173867960-173867988",,HSALNT0017757,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017760,chr1,173865244,173867689,-,7,"173865244-173865282,173865471-173865547,173865857-173865894,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867689",,HSALNT0017760,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017768,chr1,173865818,173867987,-,3,"173865818-173866796,173866991-173867043,173867960-173867987",,HSALNT0017768,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017773,chr1,173865867,173867040,-,5,"173865867-173865952,173866177-173866206,173866528-173866567,173866761-173866796,173866991-173867040",,HSALNT0017773,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017776,chr1,173866216,173867987,-,4,"173866216-173866567,173866761-173866796,173866991-173867043,173867960-173867987",,HSALNT0017776,Human
HSALNG0008545,NONHSAG003504.3,ELH000091,HSALNT0017777,chr1,173866216,173867989,-,4,"173866216-173866567,173866761-173866796,173866991-173867043,173867960-173867989",,HSALNT0017777,Human
