Lncbook_id,Noncode_id,UID,Lncbook_trans_id,chr,start,end,strand,exon_num,exon_pos,NONCODE_TRANSCRIPT_ID,transcript_id,Organism
HSALNG0001636,,ELH000160,HSALNT0003137,chr1,23539914,23552756,+,2,"23539914-23540052,23551984-23552756",,HSALNT0003137,Human
HSALNG0001636,,ELH000160,HSALNT0003138,chr1,23545375,23554635,+,3,"23545375-23545604,23551984-23552415,23553753-23554635",,HSALNT0003138,Human
HSALNG0001636,,ELH000160,HSALNT0290766,chr1,23539869,23573624,+,3,"23539869-23540052,23551984-23552095,23572747-23573624",,HSALNT0290766,Human
HSALNG0001636,,ELH000160,HSALNT0290767,chr1,23572724,23574101,+,2,"23572724-23572959,23573738-23574101",,HSALNT0290767,Human
HSALNG0002304,NONHSAG000938.3,ELH000187,HSALNT0004415,chr1,32231663,32232254,-,2,"32231663-32231969,32232042-32232254",,HSALNT0004415,Human
HSALNG0002304,NONHSAG000938.3,ELH000187,HSALNT0004416,chr1,32231670,32235130,-,3,"32231670-32231969,32232042-32232184,32234952-32235130",,HSALNT0004416,Human
HSALNG0002304,NONHSAG000938.3,ELH000187,HSALNT0004417,chr1,32231676,32234828,-,3,"32231676-32231969,32232042-32232184,32234704-32234828",,HSALNT0004417,Human
HSALNG0002304,NONHSAG000938.3,ELH000187,HSALNT0004418,chr1,32231725,32235033,-,5,"32231725-32231969,32232042-32232184,32234036-32234128,32234704-32234814,32234952-32235033",,HSALNT0004418,Human
HSALNG0002304,NONHSAG000938.3,ELH000187,HSALNT0004419,chr1,32232018,32240421,-,4,"32232018-32232184,32234704-32234814,32234952-32235113,32239869-32240421",,HSALNT0004419,Human
HSALNG0002304,NONHSAG000938.3,ELH000187,HSALNT0004420,chr1,32232079,32235120,-,3,"32232079-32232184,32234704-32234814,32234952-32235120",,HSALNT0004420,Human
HSALNG0002304,NONHSAG000938.3,ELH000187,HSALNT0004422,chr1,32235196,32240421,-,3,"32235196-32235225,32239295-32239425,32239869-32240421",,HSALNT0004422,Human
HSALNG0002304,NONHSAG000938.3,ELH000187,HSALNT0291242,chr1,32231560,32289736,-,4,"32231560-32231969,32232042-32232184,32234704-32236630,32289695-32289736",,HSALNT0291242,Human
HSALNG0002366,NONHSAG000967.2,ELH000189,HSALNT0004511,chr1,32987075,33032469,+,2,"32987075-32987319,33031035-33032469",,HSALNT0004511,Human
HSALNG0002366,NONHSAG000967.2,ELH000189,HSALNT0291266,chr1,32984295,33032469,+,2,"32984295-32987319,33031035-33032469",,HSALNT0291266,Human
HSALNG0002366,NONHSAG000967.2,ELH000189,HSALNT0291267,chr1,32986703,32998107,+,2,"32986703-32987319,32997444-32998107",,HSALNT0291267,Human
HSALNG0002366,NONHSAG000967.2,ELH000189,HSALNT0291268,chr1,32987049,32988586,+,2,"32987049-32987319,32988435-32988586",,HSALNT0291268,Human
HSALNG0002922,,ELH000195,HSALNT0005572,chr1,41003156,41011754,+,7,"41003156-41003176,41006051-41006094,41008659-41008714,41008794-41008890,41009445-41009589,41010161-41010254,41011658-41011754",,HSALNT0005572,Human
HSALNG0002922,,ELH000195,HSALNT0005573,chr1,41006064,41011754,+,6,"41006064-41006094,41007449-41007545,41008659-41008890,41009445-41009589,41010161-41010254,41011658-41011754",,HSALNT0005573,Human
HSALNG0003027,NONHSAG056385.1,ELH000196,HSALNT0005752,chr1,42731636,42755945,+,4,"42731636-42732164,42742836-42742981,42746561-42746775,42755712-42755945",,HSALNT0005752,Human
HSALNG0003215,NONHSAG001284.3,ELH000202,HSALNT0006136,chr1,44816603,44819945,+,1,44816603-44819945,,HSALNT0006136,Human
HSALNG0003215,NONHSAG001284.3,ELH000202,HSALNT0006137,chr1,44820486,44822028,+,2,"44820486-44820562,44821231-44822028",,HSALNT0006137,Human
HSALNG0003215,NONHSAG001284.3,ELH000202,HSALNT0291913,chr1,44781870,44869447,+,3,"44781870-44782400,44818960-44819120,44869414-44869447",,HSALNT0291913,Human
HSALNG0003215,NONHSAG001284.3,ELH000202,HSALNT0291914,chr1,44816873,44837325,+,2,"44816873-44820562,44834465-44837325",,HSALNT0291914,Human
HSALNG0003215,NONHSAG001284.3,ELH000202,HSALNT0291915,chr1,44818067,44821994,+,2,"44818067-44820562,44821231-44821994",,HSALNT0291915,Human
HSALNG0003215,NONHSAG001284.3,ELH000202,HSALNT0291916,chr1,44818068,44821993,+,2,"44818068-44820403,44821231-44821993",,HSALNT0291916,Human
HSALNG0003215,NONHSAG001284.3,ELH000202,HSALNT0291917,chr1,44818068,44821993,+,2,"44818068-44820562,44821207-44821993",,HSALNT0291917,Human
HSALNG0003215,NONHSAG001284.3,ELH000202,HSALNT0291918,chr1,44818068,44821993,+,2,"44818068-44820562,44821285-44821993",,HSALNT0291918,Human
HSALNG0003310,NONHSAG056416.1,ELH000203,HSALNT0006265,chr1,46228410,46255062,+,2,"46228410-46228497,46254797-46255062",,HSALNT0006265,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006414,chr1,47380669,47386969,-,2,"47380669-47381143,47386248-47386969",,HSALNT0006414,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006415,chr1,47380669,47408967,-,3,"47380669-47381143,47386248-47386356,47408320-47408967",,HSALNT0006415,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006416,chr1,47380669,47417303,-,5,"47380669-47381143,47386248-47386356,47408320-47408475,47409682-47409901,47417231-47417303",,HSALNT0006416,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006422,chr1,47380746,47437685,-,5,"47380746-47381143,47386248-47386356,47408320-47408475,47409682-47409901,47437290-47437685",,HSALNT0006422,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006423,chr1,47380746,47437685,-,3,"47380746-47381143,47408320-47408475,47437290-47437685",,HSALNT0006423,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006424,chr1,47380746,47437671,-,5,"47380746-47381143,47386248-47386356,47407462-47407559,47408320-47408475,47437290-47437671",,HSALNT0006424,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006425,chr1,47380746,47410553,-,4,"47380746-47381143,47408320-47408475,47409682-47409901,47410291-47410553",,HSALNT0006425,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006426,chr1,47380796,47437317,-,5,"47380796-47381143,47386248-47386356,47408320-47408475,47409682-47409901,47437290-47437317",,HSALNT0006426,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006428,chr1,47380850,47388849,-,3,"47380850-47381143,47386248-47386356,47388825-47388849",,HSALNT0006428,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006434,chr1,47407545,47408585,-,2,"47407545-47407559,47408320-47408585",,HSALNT0006434,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006436,chr1,47430175,47437373,-,2,"47430175-47434641,47437290-47437373",,HSALNT0006436,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006439,chr1,47432133,47434641,-,1,47432133-47434641,,HSALNT0006439,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0006440,chr1,47435750,47437695,-,1,47435750-47437695,,HSALNT0006440,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0291998,chr1,47357154,47417276,-,6,"47357154-47357195,47380660-47381143,47386248-47386356,47408320-47408475,47409682-47409901,47417231-47417276",,HSALNT0291998,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0291999,chr1,47362497,47391609,-,3,"47362497-47362534,47385637-47385939,47391568-47391609",,HSALNT0291999,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292000,chr1,47362499,47437357,-,3,"47362499-47362534,47380510-47381143,47437290-47437357",,HSALNT0292000,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292001,chr1,47380796,47408477,-,3,"47380796-47381143,47386248-47386356,47408320-47408477",,HSALNT0292001,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292002,chr1,47380796,47437317,-,5,"47437290-47437317,47409682-47409901,47408320-47408475,47386248-47386356,47380796-47381143",,HSALNT0292002,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292003,chr1,47380797,47437316,-,2,"47380797-47381143,47437290-47437316",,HSALNT0292003,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292004,chr1,47380797,47437316,-,3,"47380797-47381143,47386248-47386356,47437290-47437316",,HSALNT0292004,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292005,chr1,47433530,47437695,-,2,"47433530-47434641,47437290-47437695",,HSALNT0292005,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292006,chr1,47380928,47408477,-,3,"47408320-47408477,47386248-47386356,47380928-47381143",,HSALNT0292006,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292007,chr1,47424548,47437695,-,1,47424548-47437695,,HSALNT0292007,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292008,chr1,47432136,47437563,-,1,47432136-47437563,,HSALNT0292008,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292009,chr1,47432136,47435549,-,1,47432136-47435549,,HSALNT0292009,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292010,chr1,47432136,47437695,-,1,47432136-47437695,,HSALNT0292010,Human
HSALNG0003395,NONHSAG001375.3,ELH000205,HSALNT0292011,chr1,47432136,47437533,-,1,47432136-47437533,,HSALNT0292011,Human
HSALNG0004167,NONHSAG056517.1,ELH000216,HSALNT0008260,chr1,64787837,65202396,+,4,"64787837-64788939,64992284-64992387,65024663-65024748,65202171-65202396",,HSALNT0008260,Human
HSALNG0004491,NONHSAG056557.1,ELH000221,HSALNT0009039,chr1,74350018,74398685,+,3,"74350018-74350097,74387794-74387884,74393984-74398685",,HSALNT0009039,Human
HSALNG0004492,NONHSAG001837.2,ELH000220,HSALNT0009040,chr1,74376601,74378719,-,2,"74376601-74377176,74378655-74378719",,HSALNT0009040,Human
HSALNG0004492,NONHSAG001837.2,ELH000220,HSALNT0293207,chr1,74341579,74378802,-,4,"74378696-74378802,74368989-74369119,74366583-74366726,74341579-74341987",,HSALNT0293207,Human
HSALNG0005171,,ELH000230,HSALNT0010574,chr1,91732731,91735609,+,2,"91732731-91732851,91734867-91735609",,HSALNT0010574,Human
HSALNG0005347,NONHSAG002134.2,ELH000236,HSALNT0011021,chr1,94983189,95027203,-,3,"94983189-94983306,94983550-94983633,95027129-95027203",,HSALNT0011021,Human
HSALNG0005351,NONHSAG002135.2,ELH000237,HSALNT0011025,chr1,95061434,95067605,+,2,"95061434-95062189,95067044-95067605",,HSALNT0011025,Human
HSALNG0005351,NONHSAG002135.2,ELH000237,HSALNT0011026,chr1,95061597,95067546,+,2,"95061597-95062190,95067045-95067546",,HSALNT0011026,Human
HSALNG0005351,NONHSAG002135.2,ELH000237,HSALNT0294000,chr1,95061596,95067545,+,2,"95061596-95062189,95067044-95067545",,HSALNT0294000,Human
HSALNG0005519,NONHSAG057985.1,ELH000001,HSALNT0011451,chr1,100187538,100215618,-,2,"100187538-100189121,100215603-100215618",,HSALNT0011451,Human
HSALNG0005521,,ELH000002,HSALNT0011453,chr1,100218710,100232093,+,3,"100218710-100218758,100220442-100220548,100231893-100232093",,HSALNT0011453,Human
HSALNG0005521,,ELH000002,HSALNT0294208,chr1,100220488,100253414,+,3,"100220488-100220548,100249464-100249570,100249795-100253414",,HSALNT0294208,Human
HSALNG0005615,,ELH000005,HSALNT0011692,chr1,102914389,102964129,+,4,"102914389-102914656,102920821-102920973,102962163-102962350,102962676-102964129",,HSALNT0011692,Human
HSALNG0005615,,ELH000005,HSALNT0011693,chr1,102914389,103006272,+,5,"102914389-102914656,102920821-102920973,102962163-102962350,103004113-103004196,103005862-103006272",,HSALNT0011693,Human
HSALNG0005615,,ELH000005,HSALNT0011694,chr1,102914389,103006272,+,6,"102914389-102914656,102920821-102920973,102962163-102962350,102997816-102997973,103004113-103004196,103005862-103006272",,HSALNT0011694,Human
HSALNG0005615,,ELH000005,HSALNT0011695,chr1,102914389,103077073,+,6,"102914389-102914656,102920821-102920973,102962163-102962350,102997816-102997973,103004113-103004196,103075426-103077073",,HSALNT0011695,Human
HSALNG0005615,,ELH000005,HSALNT0011696,chr1,102914389,103077073,+,5,"102914389-102914656,102920821-102920973,102962163-102962350,103004113-103004196,103075426-103077073",,HSALNT0011696,Human
HSALNG0005615,,ELH000005,HSALNT0011697,chr1,102914389,103108157,+,6,"102914389-102914656,102920821-102920973,102962163-102962350,102997816-102997973,103004113-103004196,103108091-103108157",,HSALNT0011697,Human
HSALNG0005615,,ELH000005,HSALNT0011698,chr1,102933740,103006272,+,4,"102933740-102933856,102962163-102962350,103004113-103004196,103005862-103006272",,HSALNT0011698,Human
HSALNG0006082,NONHSAG058034.1,ELH000021,HSALNT0012720,chr1,111978757,112162051,-,2,"111978757-111979136,112161885-112162051",,HSALNT0012720,Human
HSALNG0006084,,ELH000020,HSALNT0012722,chr1,111989303,111999349,+,3,"111989303-111990188,111990568-111991187,111996427-111999349",,HSALNT0012722,Human
HSALNG0006084,,ELH000020,HSALNT0012723,chr1,111989514,111999349,+,3,"111989514-111990188,111990568-111991187,111996185-111999349",,HSALNT0012723,Human
HSALNG0006084,,ELH000020,HSALNT0012724,chr1,111989770,111991123,+,2,"111989770-111990188,111990568-111991123",,HSALNT0012724,Human
HSALNG0006084,,ELH000020,HSALNT0012725,chr1,111989814,111999349,+,3,"111989814-111990188,111990568-111991187,111991824-111999349",,HSALNT0012725,Human
HSALNG0006084,,ELH000020,HSALNT0012726,chr1,111989814,111999349,+,3,"111989814-111990398,111990568-111991187,111991824-111999349",,HSALNT0012726,Human
HSALNG0006084,,ELH000020,HSALNT0012727,chr1,111990008,111999349,+,3,"111990008-111990398,111990568-111991187,111996427-111999349",,HSALNT0012727,Human
HSALNG0006084,,ELH000020,HSALNT0012728,chr1,111990047,111999349,+,2,"111990047-111990188,111996427-111999349",,HSALNT0012728,Human
HSALNG0006084,,ELH000020,HSALNT0012729,chr1,111990056,111999349,+,3,"111990056-111990188,111990568-111990610,111996427-111999349",,HSALNT0012729,Human
HSALNG0006084,,ELH000020,HSALNT0012730,chr1,111990296,111991173,+,2,"111990296-111990398,111990568-111991173",,HSALNT0012730,Human
HSALNG0006084,,ELH000020,HSALNT0012731,chr1,111990536,111998842,+,2,"111990536-111991187,111996427-111998842",,HSALNT0012731,Human
HSALNG0006084,,ELH000020,HSALNT0294677,chr1,111939795,111998903,+,2,"111939795-111940096,111998276-111998903",,HSALNT0294677,Human
HSALNG0006084,,ELH000020,HSALNT0294678,chr1,111989770,111998842,+,3,"111989770-111990188,111990568-111991187,111996427-111998842",,HSALNT0294678,Human
HSALNG0006084,,ELH000020,HSALNT0294679,chr1,111990296,111998842,+,3,"111990296-111990398,111990568-111991187,111996427-111998842",,HSALNT0294679,Human
HSALNG0006084,,ELH000020,HSALNT0294680,chr1,111990044,111997195,+,3,"111990044-111990188,111990568-111991188,111996428-111997195",,HSALNT0294680,Human
HSALNG0006084,,ELH000020,HSALNT0294681,chr1,111990044,111999349,+,3,"111990044-111990398,111990568-111991187,111996427-111999349",,HSALNT0294681,Human
HSALNG0006287,NONHSAG056768.1,ELH000026,HSALNT0013148,chr1,115720899,115727431,+,3,"115720899-115721082,115723890-115723968,115726299-115727431",,HSALNT0013148,Human
HSALNG0006288,NONHSAG058054.1,ELH000027,HSALNT0013149,chr1,115724223,115725691,-,3,"115724223-115724451,115724509-115724558,115725594-115725691",,HSALNT0013149,Human
HSALNG0006289,,ELH000028,HSALNT0013150,chr1,115750117,115790686,+,2,"115750117-115750209,115789976-115790686",,HSALNT0013150,Human
HSALNG0006289,,ELH000028,HSALNT0013151,chr1,115753436,115790686,+,2,"115753436-115753460,115789976-115790686",,HSALNT0013151,Human
HSALNG0006512,NONHSAG105516.1,ELH000034,HSALNT0013658,chr1,119743883,119744212,-,1,119743883-119744212,,HSALNT0013658,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0014398,chr1,147259950,147266512,-,2,"147259950-147263018,147263105-147266512",,HSALNT0014398,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0014408,chr1,147380752,147517865,-,5,"147380752-147382520,147384668-147384863,147514338-147514448,147515521-147515676,147517443-147517865",,HSALNT0014408,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0014409,chr1,147380752,147517865,-,5,"147380752-147382560,147384752-147384863,147514338-147514448,147515521-147515676,147517443-147517865",,HSALNT0014409,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0014410,chr1,147380752,147517918,-,5,"147380752-147382560,147384668-147384863,147514338-147514448,147515521-147515676,147517443-147517918",,HSALNT0014410,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0014413,chr1,147478460,147515768,-,3,"147478460-147478977,147514338-147514448,147515521-147515768",,HSALNT0014413,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0014416,chr1,147507602,147508034,-,2,"147507602-147507816,147508007-147508034",,HSALNT0014416,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295421,chr1,147258885,147517875,-,6,"147517443-147517875,147515521-147515676,147514338-147514448,147408590-147408689,147384668-147384863,147258885-147260976",,HSALNT0295421,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295422,chr1,147382192,147517875,-,4,"147517443-147517875,147515521-147515676,147514338-147514448,147382192-147384863",,HSALNT0295422,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295423,chr1,147365272,147517888,-,5,"147365272-147365408,147384668-147384863,147514338-147514448,147515521-147515676,147517443-147517888",,HSALNT0295423,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295424,chr1,147365273,147517898,-,6,"147365273-147365408,147381885-147382560,147384668-147384863,147514338-147514448,147515521-147515676,147517443-147517898",,HSALNT0295424,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295425,chr1,147382189,147517867,-,6,"147382189-147382560,147384024-147384049,147384752-147384863,147514338-147514448,147515521-147515676,147517443-147517867",,HSALNT0295425,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295426,chr1,147382189,147517867,-,6,"147382189-147382560,147384024-147384049,147384668-147384863,147514338-147514448,147515521-147515676,147517443-147517867",,HSALNT0295426,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295427,chr1,147384528,147517875,-,4,"147384528-147384863,147514338-147514448,147515521-147515676,147516388-147517875",,HSALNT0295427,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295428,chr1,147516650,147517875,-,2,"147516650-147516935,147517153-147517875",,HSALNT0295428,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295429,chr1,147382807,147517875,-,5,"147382807-147384049,147384668-147384863,147514338-147514448,147515521-147515676,147517259-147517875",,HSALNT0295429,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295430,chr1,147381633,147517875,-,5,"147381633-147384049,147384668-147384863,147514338-147514448,147515521-147515676,147517443-147517875",,HSALNT0295430,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295431,chr1,147380752,147517875,-,5,"147380752-147382560,147384752-147384863,147514338-147514448,147515521-147515676,147517443-147517875",,HSALNT0295431,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295432,chr1,147414338,147517874,-,4,"147414338-147414857,147514338-147514448,147515521-147515676,147517443-147517874",,HSALNT0295432,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295433,chr1,147476330,147517874,-,4,"147476330-147478977,147514338-147514448,147515521-147515676,147517443-147517874",,HSALNT0295433,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295434,chr1,147477730,147517874,-,4,"147477730-147478999,147514338-147514448,147515521-147515676,147517443-147517874",,HSALNT0295434,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295435,chr1,147478208,147517863,-,5,"147478208-147478977,147507622-147507751,147514338-147514448,147515521-147515676,147517443-147517863",,HSALNT0295435,Human
HSALNG0006799,NONHSAG002731.2,ELH000044,HSALNT0295436,chr1,147478332,147517874,-,5,"147478332-147478977,147514338-147514448,147515521-147515676,147517259-147517339,147517443-147517874",,HSALNT0295436,Human
HSALNG0007683,NONHSAG056890.1,ELH000069,HSALNT0015994,chr1,157517950,157524625,+,3,"157517950-157518050,157520243-157520643,157524052-157524625",,HSALNT0015994,Human
HSALNG0007683,NONHSAG056890.1,ELH000069,HSALNT0015995,chr1,157526625,157697947,+,4,"157526625-157527833,157695546-157695582,157695965-157696131,157697867-157697947",,HSALNT0015995,Human
HSALNG0007683,NONHSAG056890.1,ELH000069,HSALNT0016001,chr1,157689785,157696458,+,2,"157689785-157689889,157695965-157696458",,HSALNT0016001,Human
HSALNG0007683,NONHSAG056890.1,ELH000069,HSALNT0016002,chr1,157690443,157696458,+,3,"157690443-157690471,157695546-157695582,157695965-157696458",,HSALNT0016002,Human
HSALNG0007683,NONHSAG056890.1,ELH000069,HSALNT0016004,chr1,157691762,157696459,+,2,"157691762-157692024,157695965-157696459",,HSALNT0016004,Human
HSALNG0007683,NONHSAG056890.1,ELH000069,HSALNT0016005,chr1,157695455,157696623,+,2,"157695455-157695582,157695965-157696623",,HSALNT0016005,Human
HSALNG0007683,NONHSAG056890.1,ELH000069,HSALNT0296032,chr1,157524464,157705524,+,4,"157524464-157524495,157695546-157695582,157695965-157696131,157705344-157705524",,HSALNT0296032,Human
HSALNG0007683,NONHSAG056890.1,ELH000069,HSALNT0296033,chr1,157690438,157700166,+,5,"157690438-157690471,157695546-157695582,157695965-157696131,157697867-157697946,157699710-157700166",,HSALNT0296033,Human
HSALNG0007683,NONHSAG056890.1,ELH000069,HSALNT0296034,chr1,157691734,157705519,+,3,"157691734-157691922,157695965-157696131,157705344-157705519",,HSALNT0296034,Human
HSALNG0007689,NONHSAG056891.1,ELH000071,HSALNT0016007,chr1,157710029,157710562,+,2,"157710029-157710344,157710398-157710562",,HSALNT0016007,Human
HSALNG0007689,NONHSAG056891.1,ELH000071,HSALNT0296035,chr1,157570916,157711449,+,4,"157570916-157570927,157709867-157710082,157710170-157710875,157711027-157711449",,HSALNT0296035,Human
