chr1	20163091	20186658	-	HSALNG0001418	UBXN10-AS1
chr1	20242783	20246010	+	HSALNG0001427	LINC01757
chr1	20359800	20431234	-	HSALNG0001434	LINC01141
chr1	20642656	20652210	-	HSALNG0001461	PINK1-AS
chr1	21290500	21300586	+	HSALNG0001498	ECE1-AS1
chr1	21585688	21591188	+	HSALNG0001522	LINC02596
chr1	22005304	22031411	+	HSALNG0001554	LINC00339
chr1	22022566	22052927	-	HSALNG0001553	LINC01635,CDC42-AS1
chr1	22059196	22064199	+	HSALNG0001555	CDC42-IT1
chr1	22517473	22519708	+	HSALNG0001589	ZBTB40-IT1
chr1	23277345	23309635	-	HSALNG0001619	LINC01355
chr1	23368996	23371839	+	HSALNG0001624	ZNF436-AS1
chr1	23705800	23778313	-	HSALNG0001652	ELOA-AS1
chr1	24066008	24084296	+	HSALNG0001687	MYOM3-AS1
chr1	24193823	24221316	+	HSALNG0001696	LINC02800
chr1	24293986	24324721	-	HSALNG0001704	GRHL3-AS1
chr1	24495929	24535400	-	HSALNG0001716	RCAN3AS
chr1	24536646	24556041	-	HSALNG0001720	NCMAP-DT
chr1	25031086	25052786	+	HSALNG0001761	LINC02793
chr1	26462755	26468799	-	HSALNG0001890	DHDDS-AS1
chr1	27641090	27662791	-	HSALNG0002009	LINC02574
chr1	28505942	28518047	+	HSALNG0002066	SNHG3
chr1	28573544	28583132	-	HSALNG0002075	SNHG12
chr1	28643140	28651098	+	HSALNG0002081	LINC01715
chr1	29329086	29350262	-	HSALNG0002120	LINC01756
chr1	29999522	30039436	-	HSALNG0002146	LINC01648
chr1	30718503	30733427	+	HSALNG0002188	MATN1-AS1
chr1	30824041	30834864	+	HSALNG0002198	LINC01778
chr1	31506225	31583306	+	HSALNG0002236	LINC01226
chr1	31642594	31660162	+	HSALNG0002248	PEF1-AS1
chr1	33349981	33367191	+	HSALNG0002397	PHC2-AS1
chr1	33868880	33898457	+	HSALNG0002415	CSMD2-AS1
chr1	35351206	35366078	-	HSALNG0002489	ZMYM4-AS1
chr1	37270673	37474517	-	HSALNG0002618	LINC01137
chr1	38046939	38121056	+	HSALNG0002686	MIR3659HG
chr1	38129461	38141542	-	HSALNG0002692	LINC02786
chr1	38209033	38214806	-	HSALNG0142172	LINC01343
chr1	38473040	38516520	+	HSALNG0002702	LINC01685
chr1	39565051	39575574	+	HSALNG0002780	PABPC4-AS1
chr1	39779968	39786107	+	HSALNG0002806	BMP8B-AS1
chr1	39800408	39817675	-	HSALNG0002808	LINC02811
chr1	39870382	39899661	+	HSALNG0002817	MYCL-AS1
chr1	40668529	40692261	-	HSALNG0002891	NFYC-AS1
chr1	41014589	41059477	+	HSALNG0002928	SLFNL1-AS1
chr1	41370134	41382192	-	HSALNG0002944	FOXO6-AS1
chr1	42958276	43001087	+	HSALNG0003053	SLC2A1-AS1
chr1	43368166	43389727	+	HSALNG0003091	MED8-AS1
chr1	43447775	43448645	-	HSALNG0003097	SZT2-AS1
chr1	43453883	43457111	+	HSALNG0003100	HYI-AS1
chr1	43685122	43708138	-	HSALNG0003118	KDM4A-AS1
chr1	44221428	44256921	-	HSALNG0003165	ERI3-IT1
chr1	45303496	45307082	+	HSALNG0003233	LINC01144
chr1	46446385	46452313	-	HSALNG0003332	LINC01398
chr1	46538610	46570256	+	HSALNG0003339	MKNK1-AS1
chr1	46673778	46693905	+	HSALNG0003350	EFCAB14-AS1
chr1	47044896	47182551	-	HSALNG0003376	CYP4A22-AS1
chr1	47172670	47181878	+	HSALNG0003381	LINC00853
chr1	47357153	47437695	-	HSALNG0003395	FOXD2-AS1,LINC01389
chr1	47474469	47704085	+	HSALNG0003406	LINC01738
chr1	48041612	48206857	+	HSALNG0003447	LINC02794
chr1	49257410	49269294	+	HSALNG0003499	AGBL4-AS1
chr1	49374200	49472086	-	HSALNG0003501	AGBL4-IT1
chr1	50174305	50175869	-	HSALNG0003512	ELAVL4-AS1
chr1	50203828	50321192	-	HSALNG0003513	LINC02808
chr1	50436386	50480014	+	HSALNG0003532	FAF1-AS1
chr1	51192517	51236237	-	HSALNG0003560	LINC01562
chr1	51329598	51354342	+	HSALNG0003570	TTC39A-AS1
chr1	51516612	51600488	+	HSALNG0003577	EPS15-AS1
chr1	52050917	52052683	+	HSALNG0003604	TXNDC12-AS1
chr1	53328167	53342220	+	HSALNG0003694	LINC01771
chr1	53328314	53368363	-	HSALNG0003695	LINC02812
chr1	54236439	54239063	+	HSALNG0141766	SSBP3-AS1
chr1	54506288	54529050	-	HSALNG0003763	LINC02784
chr1	54886790	54974912	+	HSALNG0003806	DHCR24-DT
chr1	55217643	55325739	+	HSALNG0003824	MIR4422HG
chr1	55329190	56074324	+	HSALNG0003830	LINC01755
chr1	55915600	55944980	-	HSALNG0003848	LINC01753
chr1	56414570	56417137	+	HSALNG0003877	LINC01767
chr1	57845447	57881228	+	HSALNG0003913	DAB1-AS1
chr1	58784025	58901455	+	HSALNG0003956	LINC01135
chr1	58838447	59029956	-	HSALNG0003960	LINC02777
chr1	58931933	59240555	+	HSALNG0003964	LINC01358
chr1	60114824	60306873	+	HSALNG0003993	LINC02778
chr1	60515633	60640510	-	HSALNG0004004	LINC01748
chr1	60649141	61057025	-	HSALNG0004009	NFIA-AS2
chr1	61247716	61255303	-	HSALNG0004023	NFIA-AS1
chr1	62975750	63079289	-	HSALNG0004095	LINC01739
chr1	63159035	63317490	-	HSALNG0004105	LINC00466
chr1	63320763	63324441	-	HSALNG0004109	FOXD3-AS1
chr1	63547081	63550636	+	HSALNG0141784	DLEU2L
chr1	64090117	64171542	-	HSALNG0004143	ROR1-AS1
chr1	64972224	65002489	-	HSALNG0004173	LINC01359
chr1	66041144	66081362	-	HSALNG0004214	PDE4B-AS1
chr1	67515546	67534634	+	HSALNG0004287	LINC01702
chr1	67831258	68202987	+	HSALNG0004297	GNG12-AS1
chr1	68496503	68574547	+	HSALNG0004322	DEPDC1-AS1
chr1	69020352	69249487	-	HSALNG0004342	LINC02791
chr1	69055489	69230190	+	HSALNG0004343	LINC01707
chr1	69223420	69565974	+	HSALNG0004345	LINC01758
chr1	70013981	70043126	-	HSALNG0004356	LRRC7-AS1
chr1	70355160	70361106	-	HSALNG0004374	HHLA3-AS1
chr1	70703650	70786785	+	HSALNG0004394	LINC01788
chr1	71046505	71067184	+	HSALNG0004409	ZRANB2-AS1
chr1	71081323	71489976	+	HSALNG0004412	ZRANB2-AS2
chr1	71794231	71837013	-	HSALNG0004417	NEGR1-IT1
chr1	72765030	72854475	+	HSALNG0004443	LINC02796,LINC02797
chr1	73305608	73355565	+	HSALNG0004465	LINC01360
chr1	73623178	73738621	+	HSALNG0004475	LINC02238
chr1	74577429	74626098	+	HSALNG0004497	ERICH3-AS1
chr1	76755611	76817164	-	HSALNG0004554	LINC02567
chr1	77881347	77889539	-	HSALNG0004596	NEXN-AS1
chr1	79324977	79346622	+	HSALNG0141801	LINC02792
chr1	80535703	80646826	+	HSALNG0004694	LINC01781
chr1	82776965	83167640	+	HSALNG0004748	LINC01362
chr1	82970819	82986208	-	HSALNG0004750	LINC01361
chr1	82990012	83861556	-	HSALNG0004751	LINC01725
chr1	83373663	83576013	+	HSALNG0004765	LINC01712
chr1	83979117	83984301	-	HSALNG0004786	TTLL7-IT1
chr1	84582273	84621164	-	HSALNG0004816	LINC01461
chr1	84628229	84635020	-	HSALNG0004819	LINC01555
chr1	86265296	86330510	-	HSALNG0004894	LINC02795
chr1	86567498	86704961	-	HSALNG0004920	CLCA4-AS1
chr1	87129244	87169204	+	HSALNG0004949	LINC01140
chr1	87202523	87293741	+	HSALNG0004954	LINC02801
chr1	87352701	87372481	-	HSALNG0004963	LINC01364
chr1	87620802	88685204	-	HSALNG0004980	PKN2-AS1
chr1	89581290	89633465	-	HSALNG0005074	LRRC8C-DT
chr1	90262346	90607364	-	HSALNG0005111	LINC02787
chr1	90769085	90851675	-	HSALNG0005134	LINC02609
chr1	90831870	90891738	+	HSALNG0005135	LINC02788,LINC01763
chr1	93262185	93346434	-	HSALNG0005250	CCDC18-AS1
chr1	93560678	93617629	+	HSALNG0005269	BCAR3-AS1
chr1	94246863	94411036	+	HSALNG0005322	ARHGAP29-AS1
chr1	95061433	95067605	+	HSALNG0005351	ALG14-AS1
chr1	95297879	95857330	+	HSALNG0005364	LINC01761,LINC02607
chr1	95310751	95320190	-	HSALNG0005365	LINC01760
chr1	95351249	95352676	-	HSALNG0005367	LINC01650
chr1	95937900	96023349	+	HSALNG0005384	LINC02790
chr1	96254068	96374126	-	HSALNG0005391	LINC01787
chr1	97095922	97392698	+	HSALNG0005418	DPYD-AS1
chr1	97394153	97420141	-	HSALNG0005422	DPYD-IT1
chr1	97796920	97821783	+	HSALNG0005428	DPYD-AS2
chr1	97933473	98050007	-	HSALNG0005432	MIR137HG
chr1	98051986	98396882	+	HSALNG0005443	LINC01776
chr1	99368480	99672466	-	HSALNG0005471	LINC01708
chr1	100251527	100266179	-	HSALNG0005524	RTCA-AS1
chr1	100462398	100658993	-	HSALNG0005540	LINC01349
chr1	101323335	101401890	+	HSALNG0005582	LINC01307
chr1	101599986	101811760	+	HSALNG0005590	LINC01709
chr1	105572153	105656132	-	HSALNG0005693	LINC01676
chr1	105927282	106028545	-	HSALNG0005713	LINC01677
chr1	106817929	106878834	+	HSALNG0005757	LINC01661
chr1	107964054	108109539	+	HSALNG0005787	VAV3-AS1,LINC02785
chr1	108813576	108860397	+	HSALNG0005835	SPATA42
chr1	109828034	109907094	+	HSALNG0005928	LINC01768
chr1	110080879	110110239	+	HSALNG0005949	LINC01397
chr1	110208074	110210639	-	HSALNG0005961	LINC02586
chr1	110286071	110339171	-	HSALNG0005967	RBM15-AS1
chr1	110347115	110443899	+	HSALNG0005973	LAMTOR5-AS1
chr1	110485153	110491100	-	HSALNG0005984	CYMP-AS1
chr1	111599006	111608723	-	HSALNG0006063	LINC01160
chr1	111738606	111753545	+	HSALNG0006073	INKA2-AS1
chr1	111853761	111856906	-	HSALNG0006077	KCND3-IT1
chr1	111908806	111911494	+	HSALNG0006080	KCND3-AS1
chr1	111939794	111999349	+	HSALNG0006084	LINC01750
chr1	112176972	112360625	-	HSALNG0006094	LINC02884
chr1	112813209	112874625	-	HSALNG0006139	LINC01356
chr1	112849769	112888121	+	HSALNG0006141	LINC01357
chr1	112956355	113047265	+	HSALNG0006150	SLC16A1-AS1
chr1	112978471	113073113	-	HSALNG0006152	LRIG2-DT
chr1	113812313	113901278	+	HSALNG0006197	AP4B1-AS1
chr1	113922432	113929525	-	HSALNG0006203	HIPK1-AS1
chr1	115098323	115111924	+	HSALNG0006259	LINC01765
chr1	115179731	115373054	+	HSALNG0006265	NGF-AS1
chr1	115904854	115932598	+	HSALNG0006294	LINC01649
chr1	116164255	116170975	+	HSALNG0006313	LINC01779
chr1	116390574	116418635	-	HSALNG0006325	ATP1A1-AS1
chr1	116423723	116563167	-	HSALNG0006329	LINC01762
chr1	116694111	116706603	+	HSALNG0141843	LINC02868
chr1	117272181	117348219	+	HSALNG0006378	LINC01525
chr1	119047092	119115006	+	HSALNG0006463	WARS2-IT1
chr1	119129698	119278655	+	HSALNG0006466	WARS2-AS1
chr1	119327390	119362420	+	HSALNG0006483	LINC01780
chr1	119368808	119370331	+	HSALNG0006487	HAO2-IT1
chr1	119597701	119599291	-	HSALNG0006500	LINC00622
chr1	120912237	121009291	+	HSALNG0141865	LINC00623
chr1	121360155	121398865	-	HSALNG0006553	SRGAP2-AS1
chr1	121396520	121463508	+	HSALNG0006556	LINC02798
chr1	121573495	121581364	-	HSALNG0006566	LINC01691
chr1	143382481	143424884	-	HSALNG0006909	LINC02802
chr1	143499186	143500512	-	HSALNG0142298	LINC02799
chr1	143787474	143797108	+	HSALNG0006937	LINC02591
chr1	144207481	144250975	-	HSALNG0142302	LINC02802
chr1	144623477	144642375	-	HSALNG0142305	LINC01632
chr1	145926477	145959179	+	HSALNG0006706	LIX1L-AS1
chr1	146052345	146061948	+	HSALNG0006691	LINC01719
chr1	147258884	147517918	-	HSALNG0006799	LINC00624
chr1	148009530	148033591	+	HSALNG0006845	LINC02804
chr1	148155112	148186980	+	HSALNG0006851	LINC02805
chr1	148267268	148325279	-	HSALNG0006856	LINC01731
chr1	148277967	148344638	+	HSALNG0006857	LINC02806
chr1	148290797	148519604	-	HSALNG0142330	LINC01138
chr1	150515751	150518033	+	HSALNG0007045	FALEC
chr1	150544931	150557989	-	HSALNG0007049	ADAMTSL4-AS2
chr1	150560201	150574552	-	HSALNG0007053	ADAMTSL4-AS1
chr1	151273220	151281950	-	HSALNG0007132	ZNF687-AS1
chr1	151790714	151798694	+	HSALNG0007188	TDRKH-AS1
chr1	151830883	151856385	+	HSALNG0007192	C2CD4D-AS1
chr1	152164940	152445460	+	HSALNG0007223	FLG-AS1
chr1	152930039	152949327	-	HSALNG0007253	LINC01527
chr1	154387764	154408834	-	HSALNG0007394	IL6R-AS1
chr1	154553608	154555028	+	HSALNG0007414	UBE2Q1-AS1
chr1	155036158	155063991	-	HSALNG0007463	DCST1-AS1
chr1	155313707	155324176	-	HSALNG0007497	RUSC1-AS1
chr1	155396009	155396978	-	HSALNG0007504	ASH1L-IT1
chr1	155562029	155621328	+	HSALNG0007510	ASH1L-AS1
chr1	155991373	156001788	+	HSALNG0007541	ARHGEF2-AS1
chr1	157273759	157285248	+	HSALNG0007670	LINC02772
chr1	158025549	158031167	+	HSALNG0007706	KIRREL1-IT1
chr1	158119321	158149810	-	HSALNG0007713	LINC01704
chr1	159193849	159211350	-	HSALNG0007762	CADM3-AS1
chr1	159466103	159491180	+	HSALNG0007769	LINC02819
chr1	159834494	159855237	-	HSALNG0142361	SNHG28
chr1	159958034	159990673	+	HSALNG0007801	LINC01133
chr1	164769115	164774641	-	HSALNG0008113	PBX1-AS1
chr1	165204046	165213407	+	HSALNG0008128	LMX1A-AS2
chr1	165215682	165219105	+	HSALNG0008129	LMX1A-AS1
chr1	165476551	165582166	-	HSALNG0008139	LRRC52-AS1
chr1	165768928	165787155	+	HSALNG0008155	TMCO1-AS1
chr1	166081182	166087483	+	HSALNG0008173	FAM78B-AS1
chr1	166454178	166490401	-	HSALNG0008185	LINC01675
chr1	167175361	167204065	-	HSALNG0008215	LINC01363
chr1	168695873	169103460	-	HSALNG0008302	LINC00970
chr1	168705879	168793118	+	HSALNG0008299	LINC00626
chr1	170173493	170304358	+	HSALNG0008365	LINC01681
chr1	170270217	170284565	-	HSALNG0008370	LINC01142
chr1	170460346	170539145	-	HSALNG0008377	GORAB-AS1
chr1	171864186	171864688	+	HSALNG0008458	DNM3-IT1
chr1	172128630	172145146	-	HSALNG0008462	DNM3OS
chr1	173851284	173869006	-	HSALNG0008545	GAS5
chr1	173862151	173863942	+	HSALNG0008546	GAS5-AS1
chr1	174009266	174017782	-	HSALNG0008558	RC3H1-IT1
chr1	174017987	174025745	+	HSALNG0008559	LINC02776
chr1	174110267	174160501	-	HSALNG0008562	RABGAP1L-DT
chr1	174896957	174897996	+	HSALNG0008575	RABGAP1L-IT1
chr1	175538774	175556819	-	HSALNG0008604	TNR-IT1
chr1	175877342	175880468	+	HSALNG0008620	LINC01657
chr1	175903504	175942936	-	HSALNG0008622	LINC02803
chr1	177349536	177480765	+	HSALNG0008653	LINC01645
chr1	177700523	177712275	+	HSALNG0008659	LINC01741
chr1	178086556	178093993	-	HSALNG0008683	RASAL2-AS1
chr1	179819769	179836588	-	HSALNG0008777	LINC02818
chr1	180509379	180571450	+	HSALNG0008819	OVAAL
chr1	180906462	180910501	+	HSALNG0008836	LINC02816
chr1	180949698	180954888	-	HSALNG0008840	KIAA1614-AS1
chr1	181131475	181182301	+	HSALNG0008856	LINC01732
chr1	181235821	181238604	+	HSALNG0008862	LINC01699
chr1	182096337	182352117	-	HSALNG0008894	LINC01344
chr1	182407620	182414815	+	HSALNG0008917	LINC00272
chr1	182614962	182617355	+	HSALNG0141969	LINC01686
chr1	182712127	182715007	+	HSALNG0008936	LINC01688
chr1	183138401	183141282	-	HSALNG0142385	LAMC1-AS1
chr1	183449705	183472850	-	HSALNG0008972	SMG7-AS1
chr1	184991257	185009547	+	HSALNG0009031	LINC01633
chr1	185558369	185629824	-	HSALNG0009069	LINC01350
chr1	186423480	186574595	+	HSALNG0009083	PDC-AS1
chr1	186680594	186684913	+	HSALNG0009103	PACERR
chr1	187070699	187688628	+	HSALNG0009116	LINC01036
chr1	188905673	189039577	+	HSALNG0009184	LINC01035
chr1	189775464	189814919	+	HSALNG0009205	LINC01701
chr1	190475572	190494298	+	HSALNG0009219	LINC01351
chr1	190624889	190801658	+	HSALNG0141979	LINC01720
chr1	191221158	191228512	-	HSALNG0009234	LINC01680
chr1	191732180	192012111	+	HSALNG0009252	LINC02770
chr1	192167785	192961182	-	HSALNG0009267	RGS2-AS1
chr1	193303886	194239101	+	HSALNG0009338	LINC01031
chr1	196044879	196186169	-	HSALNG0009407	LINC01724
chr1	198774916	198937540	-	HSALNG0009511	MIR181A1HG
chr1	198992588	199021060	-	HSALNG0009525	LINC01222
chr1	199016132	199101021	+	HSALNG0009527	LINC01221
chr1	199148597	199394349	+	HSALNG0009531	LINC02789
chr1	200100097	200400705	-	HSALNG0009573	LINC00862
chr1	200668835	200694254	+	HSALNG0009599	DDX59-AS1
chr1	201688255	201830021	-	HSALNG0009674	IPO9-AS1
chr1	201995695	202010463	-	HSALNG0142396	ELF3-AS1
chr1	202810867	202814455	+	HSALNG0009743	PCAT6
chr1	203272378	203289443	+	HSALNG0009782	LINC01353
chr1	203276445	203305343	-	HSALNG0009783	LINC01136
chr1	203730576	203731853	+	HSALNG0009820	LINC00260
chr1	204029957	204045643	-	HSALNG0009845	LINC00303
chr1	204141403	204143396	+	HSALNG0009856	ERLNC1
chr1	204368429	204369808	-	HSALNG0009871	LINC00628
chr1	205372219	205387440	+	HSALNG0009939	LEMD1-AS1
chr1	205434885	205456338	-	HSALNG0009941	BLACAT1
chr1	205455584	205471212	+	HSALNG0009942	LEMD1-DT
chr1	205532661	205602819	-	HSALNG0009948	MFSD4A-AS1
chr1	205934912	205978096	+	HSALNG0009993	SLC26A9-AS1
chr1	206633223	206637706	-	HSALNG0010037	DYRK3-AS1
chr1	207762925	207880102	-	HSALNG0010128	MIR29B2CHG
chr1	207950060	207969329	+	HSALNG0010139	LINC02767
chr1	208477879	209133248	-	HSALNG0010162	LINC02769,LINC01735
chr1	208524801	208763220	+	HSALNG0010163	LINC01717
chr1	208972435	208975458	+	HSALNG0010175	LINC01774
chr1	209294051	209328535	+	HSALNG0010192	LINC01696
chr1	209355309	209392163	+	HSALNG0010195	LINC01698
chr1	209425754	209433438	+	HSALNG0010200	MIR205HG
chr1	209661224	209757623	-	HSALNG0010218	HSD11B1-AS1
chr1	210230303	210234693	-	HSALNG0010241	SERTAD4-AS1
chr1	211132277	211134078	-	HSALNG0010270	KCNH1-IT1
chr1	211382735	211435570	+	HSALNG0010286	LINC00467
chr1	211639439	211662861	+	HSALNG0010306	LINC01693
chr1	211829635	211854168	+	HSALNG0010316	LPGAT1-AS1
chr1	212211267	212285268	-	HSALNG0010344	LINC02608
chr1	212461663	212472923	-	HSALNG0010358	LINC02771
chr1	212543042	212564785	+	HSALNG0010370	LINC01740
chr1	212627048	212665661	-	HSALNG0010379	LINC02773
chr1	212851961	212858138	-	HSALNG0010403	FLVCR1-DT
chr1	213812793	213988508	-	HSALNG0010460	PROX1-AS1
chr1	213924748	213926654	+	HSALNG0010465	LINC00538
chr1	213924748	213926654	-	HSALNG0010466	LINC00538
chr1	214050777	214187773	-	HSALNG0010471	LINC02775
chr1	217774440	217826607	-	HSALNG0010573	SPATA17-AS1
chr1	217892899	217920805	+	HSALNG0010577	LINC00210
chr1	218043504	218059141	+	HSALNG0010587	LINC01653
chr1	218344158	218346319	-	HSALNG0010602	TGFB2-AS1
chr1	218442625	218443996	+	HSALNG0010604	TGFB2-OT1
chr1	218459264	218525978	+	HSALNG0010607	LINC02869
chr1	218912756	218918714	-	HSALNG0010627	LINC01710
chr1	218919212	219173961	-	HSALNG0010629	LYPLAL1-DT
chr1	219401595	219557329	-	HSALNG0010664	LYPLAL1-AS1
chr1	220460420	220487590	-	HSALNG0010726	LINC02779
chr1	220828628	220833021	+	HSALNG0010764	LINC01352
chr1	220828675	220881423	-	HSALNG0010765	HLX-AS1
chr1	221295720	221336489	-	HSALNG0010796	LINC02817
chr1	221769562	222064882	-	HSALNG0010821	LINC02257,LINC01655,LINC01705
chr1	221966340	221984964	+	HSALNG0010828	LINC02474
chr1	222515894	222603194	+	HSALNG0010843	TAF1A-AS1
chr1	224602239	224617250	-	HSALNG0010968	CNIH3-AS2
chr1	224700929	224733892	-	HSALNG0010970	CNIH3-AS1
chr1	224765189	224779335	+	HSALNG0010976	LINC02813
chr1	225430184	225467774	-	HSALNG0010997	LINC02765
chr1	226083522	226090465	+	HSALNG0011047	LINC01703
chr1	226133383	226213192	+	HSALNG0011058	ACBD3-AS1
chr1	226653589	226701396	+	HSALNG0011102	ITPKB-AS1
chr1	226656079	226675126	-	HSALNG0011099	ITPKB-IT1
chr1	227335474	227434277	+	HSALNG0011136	LINC01641
chr1	227743830	227747194	-	HSALNG0011165	SNAP47-AS1
chr1	228073908	228076550	-	HSALNG0142440	LINC02809
chr1	228164085	228165807	-	HSALNG0142442	IBA57-DT
chr1	228203502	228213664	-	HSALNG0142443	OBSCN-AS1
chr1	228995678	229221811	-	HSALNG0011282	LINC02815,LINC02814
chr1	229777897	229905830	-	HSALNG0011347	LINC01682
chr1	230002371	230007195	+	HSALNG0011359	LINC01736
chr1	230592659	230595583	-	HSALNG0011388	LINC01737
chr1	231590014	231612741	-	HSALNG0011459	LINC00582
chr1	231767463	231848868	-	HSALNG0011461	DISC2
chr1	231925830	231945253	+	HSALNG0011465	DISC1-IT1
chr1	232712911	232762405	+	HSALNG0011511	LINC01745
chr1	232725418	232805411	-	HSALNG0011512	LINC01744
chr1	234365244	234373652	-	HSALNG0011591	COA6-AS1
chr1	234527359	234532638	-	HSALNG0011601	LINC01354
chr1	234616043	234686426	+	HSALNG0011620	LINC00184
chr1	234724041	234736720	+	HSALNG0011630	LINC01132
chr1	235059098	235074220	-	HSALNG0142454	LINC01348
chr1	235839482	235840182	+	HSALNG0011731	LYST-AS1
chr1	235906133	235974195	-	HSALNG0011738	LINC02768
chr1	236523051	236525364	-	HSALNG0011777	LGALS8-AS1
chr1	238476541	238486546	-	HSALNG0011845	LINC01139
chr1	239703374	239770130	-	HSALNG0011884	CHRM3-AS2
chr1	239898015	239899873	-	HSALNG0011896	CHRM3-AS1
chr1	243056313	243101749	-	HSALNG0012016	LINC01347
chr1	243793204	243794401	-	HSALNG0012043	AKT3-IT1
chr1	243917362	244047317	+	HSALNG0012050	LINC02774
chr1	245204724	245242017	-	HSALNG0012143	KIF26B-AS1
chr1	246321662	246322439	-	HSALNG0012180	SMYD3-IT1
chr1	246516038	246524287	-	HSALNG0012183	LINC01743
chr1	246772300	246793791	+	HSALNG0012202	LINC01341
chr1	247524678	247530804	-	HSALNG0012265	GCSAML-AS1
chr2	314357	342118	+	HSALNG0012367	LINC01865
chr2	488756	503905	-	HSALNG0012386	LINC01874
chr2	544705	553542	+	HSALNG0012395	LINC01875
chr2	677079	697382	+	HSALNG0012414	TMEM18-DT
chr2	779839	868608	-	HSALNG0146388	LINC01115
chr2	898918	905710	-	HSALNG0012435	LINC01939
chr2	948972	954873	-	HSALNG0012446	SNTG2-AS1
chr2	2319231	2327110	+	HSALNG0012507	MYT1L-AS1
chr2	2895047	3130798	-	HSALNG0012549	LINC01250
chr2	3298340	3301466	-	HSALNG0012572	EIPR1-IT1
chr2	3467909	3483253	-	HSALNG0012576	TRAPPC12-AS1
chr2	3558095	3571313	+	HSALNG0012584	RNASEH1-AS1
chr2	3954670	3974774	-	HSALNG0012604	LINC01304
chr2	4606096	4657673	-	HSALNG0012627	LINC01249
chr2	5594592	5692348	-	HSALNG0012675	LINC01248
chr2	5810640	5812670	-	HSALNG0012682	LINC01810
chr2	5932542	6003523	+	HSALNG0012685	SILC1
chr2	6366009	6375422	-	HSALNG0146395	LINC01247
chr2	6492711	6511839	+	HSALNG0012706	LINC01824
